date,profits_nom,inv_nom,gdpdef,profits_real,inv_real,d_profits_real,inv_real_lag,IROR,IROR_pct
2010Q3,1435.808,1275769.0,89.743,1599.9108565570575,1421580.5132433728,126.84248803541368,1380065.0490102938,9.191051401988485e-05,0.009191051401988485
2010Q4,1394.301,1310843.0,90.264,1544.6922361074182,1452232.340689533,-55.218620449639275,1421580.5132433728,-3.884311858190611e-05,-0.0038843118581906107
2011Q1,1316.351,1312606.0,90.726,1450.9082291735558,1446780.4157573353,-93.78400693386243,1452232.340689533,-6.457920286318162e-05,-0.0064579202863181626
2011Q2,1453.606,1357734.0,91.326,1591.667214155881,1486689.4422179884,140.75898498232527,1446780.4157573353,9.72911876946048e-05,0.00972911876946048
2011Q3,1481.726,1424560.0,91.876,1612.7454395054203,1550524.6201401888,21.078225349539252,1486689.4422179884,1.417796128160613e-05,0.001417796128160613
2011Q4,1524.423,1469034.0,91.985,1657.251725824863,1597036.4733380442,44.50628631944255,1550524.6201401888,2.8704017815220868e-05,0.002870401781522087
2012Q1,1564.198,1513758.0,92.525,1690.5679546068632,1636052.9586598217,33.31622878200028,1597036.4733380442,2.0861282342766035e-05,0.0020861282342766034
2012Q2,1595.202,1553281.0,92.907,1716.9879556976332,1671866.4901460602,26.42000109077003,1636052.9586598217,1.6148622176883603e-05,0.0016148622176883603
2012Q3,1545.972,1550817.0,93.417,1654.9150582870354,1660101.4804585888,-62.07289741059776,1671866.4901460602,-3.7127903320303316e-05,-0.0037127903320303317
2012Q4,1585.49,1554393.0,93.885,1688.7575225009318,1655635.085476913,33.84246421389639,1660101.4804585888,2.038578039491158e-05,0.0020385780394911583
2013Q1,1653.288,1552634.0,94.258,1754.0028432599886,1647217.2123321097,65.24532075905677,1655635.085476913,3.940803219947623e-05,0.003940803219947623
2013Q2,1639.272,1565652.0,94.461,1735.395560072411,1657458.6337218536,-18.60728318757765,1647217.2123321097,-1.12961927839703e-05,-0.00112961927839703
2013Q3,1617.241,1601323.0,94.924,1703.7219249083475,1686952.7200707933,-31.6736351640634,1657458.6337218536,-1.9109759073105597e-05,-0.0019109759073105597
2013Q4,1628.224,1643874.0,95.426,1706.2687317921739,1722668.8743109845,2.5468068838263207,1686952.7200707933,1.5097085137747332e-06,0.00015097085137747332
2014Q1,1557.035,1698778.0,95.788,1625.5011066104316,1773476.8446987097,-80.76762518174223,1722668.8743109845,-4.688517125152496e-05,-0.004688517125152496
2014Q2,1685.236,1758988.0,96.33,1749.4404650679955,1826002.283816049,123.93935845756391,1773476.8446987097,6.988496005913152e-05,0.006988496005913151
2014Q3,1797.002,1798867.0,96.726,1857.8272646444595,1859755.3915183095,108.386799576464,1826002.283816049,5.935742826671232e-05,0.005935742826671231
2014Q4,1806.459,1813670.0,96.822,1865.7526182066058,1873200.3057156429,7.925353562146256,1859755.3915183095,4.261503205362924e-06,0.0004261503205362924
2015Q1,1748.477,1804147.0,96.769,1806.8565346340254,1864385.288677159,-58.89608357258044,1873200.3057156429,-3.144142321185433e-05,-0.003144142321185433
2015Q2,1720.533,1801315.0,97.325,1767.822245055227,1850824.5568969946,-39.03428957879828,1864385.288677159,-2.093681483964849e-05,-0.002093681483964849
2015Q3,1765.219,1806280.0,97.583,1808.9411065451975,1851019.1324308538,41.11886148997041,1850824.5568969946,2.2216509575012536e-05,0.0022216509575012536
2015Q4,1721.762,1795673.0,97.581,1764.443897889958,1840187.1265922668,-44.49720865523955,1851019.1324308538,-2.403930239057201e-05,-0.002403930239057201
2016Q1,1735.264,1790992.0,97.496,1779.8309674243046,1836990.235496841,15.387069534346665,1840187.1265922668,8.36168741319317e-06,0.0008361687413193171
2016Q2,1639.847,1817682.0,98.159,1670.602797502012,1851773.1435731822,-109.22816992229264,1836990.235496841,-5.946039767203786e-05,-0.005946039767203786
2016Q3,1654.968,1841628.0,98.41,1681.7071435829694,1871382.989533584,11.104346080957384,1851773.1435731822,5.996601754106031e-06,0.0005996601754106032
2016Q4,1657.096,1856867.0,98.886,1675.76401108347,1877785.5308132598,-5.94313249949937,1871382.989533584,-3.175797008276009e-06,-0.0003175797008276009
2017Q1,1699.774,1869010.0,99.39,1710.2062581748667,1880480.9336955429,34.442247091396666,1877785.5308132598,1.8341949347367638e-05,0.0018341949347367638
2017Q2,1715.408,1906444.0,99.65,1721.4330155544403,1913139.989964877,11.226757379573655,1880480.9336955429,5.970152197986236e-06,0.0005970152197986236
2017Q3,1682.506,1926385.0,100.162,1679.7847487070946,1923269.3037279607,-41.64826684734567,1913139.989964877,-2.176958668252514e-05,-0.0021769586682525138
2017Q4,1736.441,1977370.0,100.778,1723.035781619004,1962104.824465657,43.251032911909306,1923269.3037279607,2.2488287432276828e-05,0.002248828743227683
2018Q1,1767.118,2047062.0,101.419,1742.3934371271655,2018420.611522496,19.357655508161542,1962104.824465657,9.86576010964819e-06,0.000986576010964819
2018Q2,1838.179,2076798.0,102.136,1799.73662567557,2033365.3168324586,57.34318854840444,2018420.611522496,2.8409930131039652e-05,0.0028409930131039654
